seed,size_a,size_e,avg_applicant_rank_a_opt,avg_employer_rank_a_opt,avg_applicant_rank_e_opt,avg_employer_rank_e_opt,pairs_changed,blocking_a_opt,blocking_e_opt,correlation_score,trial
25052,25,30,4.04,2.88,4.04,2.88,0,0,0,0.0967518761754036,10
25053,25,30,3.72,3.24,3.72,3.24,0,0,0,0.10081521421670914,11
25054,25,30,3.84,3.04,3.84,3.04,0,0,0,0.09116626530885696,12
25055,25,30,4.52,3.04,4.52,3.04,0,0,0,0.11440987139940262,13
25056,25,30,3.32,3.64,3.32,3.64,0,0,0,0.06420808285474777,14
25057,25,30,4.28,3.56,4.28,3.56,0,0,0,0.10787884891033173,15
25058,25,30,4.84,3.72,4.84,3.72,0,0,0,0.10129475593566895,16
25059,25,30,3.64,2.92,3.64,2.92,0,0,0,0.0809537023305893,17
25060,25,30,3.4,3.6,3.4,3.6,0,0,0,0.08147750794887543,18
25061,25,30,4.56,3.92,4.56,3.92,0,0,0,0.08811452984809875,19
25062,25,30,4.28,3.32,4.28,3.32,0,0,0,0.10652343928813934,20
25063,25,30,4.48,4.04,4.48,4.04,0,0,0,0.08608916401863098,21
25064,25,30,3.32,3.08,3.32,3.08,0,0,0,0.08731734752655029,22
25065,25,30,4.12,5.24,4.12,5.24,0,0,0,0.08168406784534454,23
25066,25,30,4.6,3.6,4.6,3.6,0,0,0,0.0935506522655487,24
25067,25,30,2.84,3.8,2.84,3.8,0,0,0,0.08675600588321686,25
25068,25,30,3.04,2.6,3.04,2.6,0,0,0,0.10009123384952545,26
25069,25,30,4.12,3.52,4.12,3.52,0,0,0,0.09044530987739563,27
25070,25,30,5.2,3.16,5.2,3.16,0,0,0,0.10685250908136368,28
25071,25,30,4.32,4.24,4.32,4.24,0,0,0,0.09610738605260849,29
25072,25,30,5.04,3.52,5.04,3.52,0,0,0,0.10364069044589996,30
25073,25,30,3.64,3.2,3.64,3.2,0,0,0,0.08107265830039978,31
25074,25,30,4.28,4.36,4.28,4.36,0,0,0,0.07926851511001587,32
25075,25,30,3.96,3.48,3.96,3.48,0,0,0,0.09847891330718994,33
25076,25,30,3.52,3.96,3.52,3.96,0,0,0,0.06767880916595459,34
25077,25,30,3.4,2.92,3.4,2.92,0,0,0,0.07067295163869858,35
25078,25,30,3.92,3.8,3.92,3.8,0,0,0,0.08905353397130966,36
25079,25,30,3.92,3.56,3.92,3.56,0,0,0,0.08699183166027069,37
25080,25,30,5.96,3.08,5.96,3.08,0,0,0,0.1288112998008728,38
25081,25,30,4.64,3.6,4.64,3.6,0,0,0,0.09115084260702133,39
25082,25,30,3.8,3.76,3.8,3.76,0,0,0,0.09685467928647995,40
25083,25,30,3.2,3.12,3.2,3.12,0,0,0,0.06420309096574783,41
25084,25,30,4.32,3.12,4.32,3.12,0,0,0,0.1123480275273323,42
25085,25,30,4.4,2.8,4.4,2.8,0,0,0,0.10304424911737442,43
25086,25,30,5.2,4.04,5.2,4.04,0,0,0,0.11443229019641876,44
