seed,size_a,size_e,avg_applicant_rank_a_opt,avg_employer_rank_a_opt,avg_applicant_rank_e_opt,avg_employer_rank_e_opt,pairs_changed,blocking_a_opt,blocking_e_opt,correlation_score,trial
100081,100,100,16.21,8.73,16.21,8.73,0,0,0,0.10322291404008865,39
100082,100,100,10.34,6.96,10.34,6.96,0,0,0,0.08333496749401093,40
100083,100,100,18.18,8.19,19.95,7.17,6,0,0,0.10067451745271683,41
100084,100,100,11.36,7.97,11.53,7.19,3,0,0,0.08357652276754379,42
100085,100,100,14.17,8.5,15.05,7.17,5,0,0,0.09598127752542496,43
100086,100,100,16.54,8.87,17.01,8.36,2,0,0,0.09886244684457779,44
100087,100,100,13.65,11.66,14.26,9.1,7,0,0,0.09671676158905029,45
100088,100,100,15.21,8.14,15.47,7.56,5,0,0,0.10157046467065811,46
100089,100,100,14.18,7.77,14.99,5.32,7,0,0,0.0975995883345604,47
100090,100,100,12.48,7.68,12.7,6.52,3,0,0,0.0850776880979538,48
100091,100,100,11.11,5.32,11.11,5.32,0,0,0,0.08755653351545334,49
100092,100,100,14.61,7.68,14.61,7.68,0,0,0,0.09239096939563751,50
100093,100,100,17.83,7.95,17.95,7.87,2,0,0,0.10435464233160019,51
100094,100,100,14.09,6.19,14.52,5.83,3,0,0,0.10570213943719864,52
100095,100,100,13.8,9.3,14.51,7.04,5,0,0,0.10487005859613419,53
100096,100,100,13.75,10.28,14.37,9.17,8,0,0,0.08706853538751602,54
100097,100,100,14.86,7.5,15.64,6.09,7,0,0,0.09609616547822952,55
100098,100,100,17.21,6.41,17.21,6.41,0,0,0,0.10524743050336838,56
100099,100,100,14.17,6.44,14.7,4.98,4,0,0,0.08881442993879318,57
100100,100,100,12.2,8.63,12.2,8.63,0,0,0,0.08961118757724762,58
100101,100,100,13.34,6.68,14.08,5.04,4,0,0,0.09557101130485535,59
100102,100,100,14.55,8.22,15.62,7.83,3,0,0,0.09079964458942413,60
100103,100,100,11.21,9.08,13.33,7.56,8,0,0,0.09166938811540604,61
100104,100,100,13.41,6.43,13.44,6.41,2,0,0,0.10137446224689484,62
100105,100,100,16.69,8.9,17.23,8.1,5,0,0,0.09767188876867294,63
100106,100,100,15.87,7.47,15.87,7.47,0,0,0,0.1017264574766159,64
100107,100,100,14.85,7.96,14.85,7.96,0,0,0,0.09716762602329254,65
100108,100,100,12.82,9.63,13.28,7.97,5,0,0,0.08682221919298172,66
100109,100,100,11.97,8.5,12.66,6.99,5,0,0,0.08031167834997177,67
100110,100,100,14.23,8.0,14.25,7.98,2,0,0,0.09424282610416412,68
100111,100,100,13.54,7.07,13.99,5.73,4,0,0,0.09214671701192856,69
100112,100,100,15.22,8.08,15.43,7.56,4,0,0,0.09886269271373749,70
100113,100,100,17.29,9.07,17.72,8.6,3,0,0,0.10168743133544922,71
100114,100,100,16.83,7.99,17.65,7.01,6,0,0,0.10684128850698471,72
100115,100,100,16.18,7.53,16.18,7.53,0,0,0,0.09636377543210983,73
100116,100,100,11.89,6.52,12.51,5.44,3,0,0,0.0975576788187027,74
100117,100,100,14.52,7.77,15.06,7.19,2,0,0,0.09445904195308685,75
100118,100,100,13.63,7.15,13.66,7.07,2,0,0,0.0890074372291565,76
100119,100,100,16.11,8.34,16.65,7.51,4,0,0,0.09310662001371384,77
100120,100,100,14.83,7.18,14.85,7.16,2,0,0,0.10091990977525711,78
100121,100,100,13.39,8.15,13.7,7.4,2,0,0,0.09210719168186188,79
100122,100,100,12.96,8.5,13.32,8.2,2,0,0,0.0905103087425232,80
100123,100,100,13.17,7.44,13.17,7.44,0,0,0,0.09506650269031525,81
100124,100,100,15.04,5.89,15.06,5.87,2,0,0,0.10379081964492798,82
100125,100,100,13.86,7.0,13.9,6.97,2,0,0,0.09156317263841629,83
100126,100,100,15.53,8.93,15.58,8.42,2,0,0,0.09194584935903549,84
100127,100,100,10.81,8.14,11.08,7.93,2,0,0,0.08227359503507614,85
100128,100,100,12.73,7.89,12.85,7.69,2,0,0,0.10759460926055908,86
100129,100,100,13.85,8.41,15.51,7.05,9,0,0,0.09228933602571487,87
100130,100,100,10.99,5.94,10.99,5.94,0,0,0,0.07702929526567459,88
100131,100,100,14.82,7.57,15.93,5.97,4,0,0,0.09621124714612961,89
100132,100,100,11.91,8.27,11.91,8.27,0,0,0,0.08098193258047104,90
100133,100,100,12.2,7.81,12.48,7.34,4,0,0,0.07787595689296722,91
100134,100,100,12.01,6.55,12.01,6.55,0,0,0,0.0826224833726883,92
100135,100,100,13.55,9.7,13.99,8.84,6,0,0,0.09206797182559967,93
100136,100,100,15.54,6.33,15.54,6.33,0,0,0,0.09635595232248306,94
100137,100,100,14.49,6.42,15.21,5.55,5,0,0,0.10037381947040558,95
100138,100,100,17.04,7.67,17.28,6.95,6,0,0,0.10362870991230011,96
100139,100,100,15.29,7.38,15.29,7.38,0,0,0,0.09228038787841797,97
100140,100,100,14.88,9.43,16.04,7.51,5,0,0,0.08504505455493927,98
100141,100,100,14.38,6.92,14.4,6.89,2,0,0,0.093012735247612,99
